1,49.2833
2,48.7833
2,46.95
2,43.7667
2,48.9833
3,43.1833
3,49.5833
3,42.6167
5,43.5833
5,47.2833
5,47.3167
5,45.7333
5,44.0333
7,43.6
7,43.6333
-0.016667,48.75
-0.05,43.1
0.083333,43.2333
0.083333,48.4333
-0.083333,47.2667
-0.083333,47.7
0.133333,49.5
0.15,45.65
0.15,47.9667
0.166667,44.5
0.2,48
0.2,49.55
0.2,45.65
0.233333,49.15
-0.233333,44.9167
-0.25,46.65
-0.316667,49.2
0.333333,46.5833
-0.333333,45.7
-0.333333,47.8333
0.345279,49.6484
-0.35,49.1833
-0.35,49.1333
0.366667,49.75
-0.366667,43.3
-0.4,43.3
-0.4,43.3167
-0.466667,46.3167
-0.466667,47.45
0.483333,44.85
0.483333,49.5667
-0.483333,46.85
-0.486667,44.9248
-0.5,43.8833
-0.516667,47.4167
0.533333,46.8
-0.533333,44.8
-0.533333,44.85
-0.533333,44.8667
-0.533333,44.8333
-0.55,47.4667
-0.55,44.7667
-0.566667,44.8333
-0.566667,48.75
0.583333,43.65
-0.583333,47.5
0.6,49.1
0.6,47.4
-0.6,44.8167
-0.6,43.2
-0.616667,44.8
-0.616667,44.7667
-0.616667,44.8667
-0.616667,44.8833
-0.616667,48.3
0.633333,44.2
-0.633333,44.8333
-0.633333,45.75
-0.633333,44.9167
0.65,47.3833
-0.65,44.8833
0.666667,47.35
0.666667,47.4
0.683333,47.3833
-0.683333,44.7333
-0.7,49.2667
-0.7,47.8333
0.716667,45.1833
0.716667,44.4
0.716667,47.3333
0.733333,47.3833
0.733333,47.3667
0.733333,43.1167
-0.733333,44.9
0.766667,49.6167
-0.766667,48.0667
-0.766667,43.4833
-0.816667,46.4667
0.833333,48.3167
0.833333,47.3833
-0.883333,47.0667
-0.883333,48.8333
0.9,45.8833
0.95,49.55
0.983333,47.4167
-0.983333,45.9333
-1.01667,46.8667
1.03333,49.4167
1.03333,49.4333
1.03333,49.45
1.03333,49.4667
1.03333,49.4667
-1.03333,45.6333
-1.05,43.7167
-1.05,43.7333
1.06667,47.8
-1.06667,44.6333
1.08333,49.4333
1.08333,49.9333
1.08333,49.4667
1.08333,44.1
-1.08333,49.1167
1.1,49.4167
1.1,49.3833
1.1,44.0333
1.1,49.3333
-1.1,44.7429
1.13333,49.4667
-1.13704,44.6343
1.15,49.0167
-1.15,46.1667
-1.16355,44.6589
1.16667,49.2167
-1.16667,44.3917
-1.2,48.35
-1.2,48.1333
1.21028,49.2745
1.23333,43.5333
1.25,45.85
1.3,43.5667
1.3,45.8333
1.33333,47.5833
1.33333,48.0833
1.35,44.0167
1.35,43.6167
1.35,43.5833
1.35,43.4667
1.36667,48.7333
1.36667,43.5333
1.36667,48.7167
-1.38333,47.7167
1.4,43.6333
1.43333,43.6
1.43333,44.4333
-1.43333,46.6667
1.46667,48.4333
1.46667,43.55
1.46667,48.45
-1.46667,43.5333
1.48333,49.0833
1.48333,43.6667
-1.48333,43.4833
-1.48333,47.1667
1.5,48.45
1.5,43.6167
1.5,43.5167
1.5,43.6667
-1.5,47.2167
-1.5,47.3
-1.5,47.25
1.53333,45.15
1.53333,43.55
-1.53333,43.4833
-1.55,47.2167
-1.55,47.3
1.56667,50.7
-1.56667,47.2
-1.56667,43.4833
-1.56667,49.6333
1.58333,50.7
1.59278,50.4084
1.6,43.1167
-1.6,48.125
-1.6,48.8333
1.61667,50.7167
-1.61667,47.2667
-1.61667,47.1833
1.63333,50.7167
1.65,50.5167
-1.65,47.2167
-1.65,49.65
-1.65,48.1833
-1.66667,43.3833
-1.68333,48.0833
1.7,46.8167
1.71667,48.9833
1.71667,48.9667
-1.71667,48.0667
1.73333,48.9833
-1.73333,47.2167
-1.73333,46.5
1.74361,47.3589
-1.75,48.0333
1.76667,45.2667
-1.775,43.3583
1.78333,49.2833
-1.78333,46.5
-1.78333,46.5333
1.81667,43.7
1.83333,50.95
1.83333,48.65
1.83333,50.1
1.85,48.9667
1.86667,47.9167
1.86667,46.1667
1.88333,47.95
-1.88333,46.85
1.9,47.9167
1.9,47.8667
1.91667,49
1.91667,47.9333
1.91667,48.7667
1.91667,43.9
1.95,48.8167
1.95,48.7833
1.95,43.3167
-1.95,46.7167
1.96667,47.9
1.98333,48.8167
1.98333,48.9833
14.4867,-60.9018
14.5269,-60.9773
14.5741,-60.9849
14.6145,-60.9124
14.6191,-60.9946
14.627,-61.0732
14.6753,-60.9414
14.7096,-61
14.7388,-60.9629
14.7604,-61.0111
16.0015,-61.7183
16.016,-61.7085
16.0382,-61.5936
16.1878,-61.5899
16.2063,-61.4948
16.2238,-61.3864
16.2409,-61.5353
16.251,-61.2728
16.2576,-61.5883
16.2713,-61.6338
16.3065,-61.5106
16.3257,-61.4403
16.3313,-61.6948
16.3339,-61.3472
18.0913,-63.0829
2.01667,48.8
-2.01667,48.65
2.03333,48.7667
2.03333,49.0167
2.03333,49.0333
2.03333,48.95
2.03333,44.6
2.05,48.9333
2.05,48.8167
2.05,48.75
2.05,44.35
2.06667,49.0333
2.06667,48.7667
2.06667,48.9667
2.06667,48.8
2.06667,49.0667
2.06667,48.9833
-2.06667,48.6333
2.08333,49.4333
2.08333,48.9
2.08333,47.2167
2.08333,48.8667
2.1,48.9833
2.1,49.05
2.1,49.0167
2.1,48.9
-2.1,47.1167
2.11667,49.05
2.11667,48.9
2.125,48.825
2.125,50.9833
2.13333,48.8
2.13333,48.6833
2.13333,49.2333
2.13333,48.8667
2.15,43.9333
2.15,48.8833
2.15,48.95
2.15,48.4333
2.15,48.85
2.15,48.9167
2.15,44.05
2.16667,49
2.16667,48.8
-2.16667,47.25
2.1675,48.6823
2.18333,48.95
2.18333,48.8
2.18333,48.9833
2.18333,48.8417
2.18333,48.7
2.18333,48.9167
2.19167,48.825
2.2,48.9
2.2,48.8833
2.2,48.9167
2.2,48.8167
2.2,48.9833
2.2,48.8
-2.2,47.2833
2.21667,48.8417
2.21667,48.9333
2.21667,49.0333
2.21667,48.7333
2.23333,48.8667
2.23333,48.8667
2.23333,48.9833
2.23333,49.1167
2.23333,50.7333
-2.23639,48.4564
2.24167,48.8083
2.25,48.8333
2.25,48.95
2.25,48.9167
2.25,43.6
2.25,48.7167
2.25,48.9
2.25,48.9667
2.25,50.75
2.25,49.0167
2.25,48.5833
2.25222,48.8973
2.26667,48.8167
2.26667,48.8833
2.26667,48.8
2.26667,48.7667
2.26667,48.9167
2.26667,48.9833
2.26667,48.7833
2.26667,48.75
2.26667,49.15
2.28333,48.9
2.28333,48.7333
2.28333,48.8
2.28333,48.7833
2.28333,49
2.28333,51.0167
2.28333,48.9667
2.28333,48.7833
2.28556,48.9112
2.3,49.9
2.3,48.75
2.3,48.9
2.3,48.9333
2.3,48.8
2.3,48.8167
2.3,48.8333
2.3,48.7
2.3,48.6333
2.3,48.7
2.3,48.9833
2.30833,48.95
2.31667,48.8167
2.31667,48.75
2.31667,48.6167
2.31667,48.775
2.31667,48.9667
2.31667,45.55
2.33333,48.9
2.33333,48.6333
2.33333,48.7833
2.33333,48.7833
2.33333,48.9333
2.33333,48.9833
2.33333,49
2.33333,48.8
2.33333,48.8167
2.33333,49.0333
2.33333,48.7
2.33333,48.6667
2.34167,48.9583
2.34445,48.86
2.35,43.2167
2.35,48.6667
2.35,48.6667
2.35,48.7667
2.35,48.9667
-2.35,47.25
2.35833,48.9333
2.36667,51.05
2.36667,48.8
2.36667,48.9667
2.36667,48.8167
2.36667,49
-2.36667,47.3
2.38333,48.9167
2.38333,49
2.38333,48.8167
2.38333,48.9167
2.38333,48.95
2.38333,48.6667
2.38333,48.7667
2.38333,48.65
2.38333,49
2.38333,48.6833
2.4,48.7833
2.4,47.0833
2.4,48.9
2.4,48.7167
2.4,51.0333
2.4,48.75
2.4,48.8833
2.4,48.6167
2.4,49.3833
2.4,43.5
2.41667,48.8
2.41667,48.9667
2.41667,48.7667
2.41667,48.8667
2.41667,48.6833
2.41667,48.8167
2.41667,48.65
2.41667,48.7
2.41667,48.8333
2.41667,48.7333
2.41667,48.9333
2.41667,48.9833
2.41667,48.95
2.43333,48.8667
2.43333,48.8
2.43333,48.85
2.43333,48.8833
2.43333,48.8833
2.43333,48.5667
2.43333,49.2667
-2.43333,47.3333
2.45,48.9333
2.45,48.6333
2.45,48.9333
2.45,48.9
2.45,48.7333
2.45,44.9167
2.45,48.9833
2.45,48.7
2.45833,48.8167
2.46667,48.7833
2.46667,48.9
2.46667,48.8833
2.46667,49.0167
2.46667,49.2667
2.46667,48.8167
2.46667,48.75
2.46667,50.5
2.46667,49.2
2.48333,48.85
2.48333,48.6
2.48333,48.8667
2.48333,49.2667
2.48333,48.8333
2.48333,48.7333
2.48333,48.7667
2.48333,50.5667
2.5,48.8
2.5,48.85
2.5,48.7167
2.5,48.8833
2.5,48.7
2.50555,46.7236
2.51139,47.7906
2.51667,48.95
2.51667,48.8167
2.51667,48.9
2.51667,48.8667
2.51667,48.8
2.51667,48.75
2.51667,48.8333
2.51667,48.9
2.51667,48.6833
-2.51667,48.4667
2.53333,48.9333
2.53333,48.8833
2.53333,48.9667
2.53333,48.85
2.53333,48.7667
2.53333,50.7167
2.53333,44.3833
2.54528,48.5333
2.54778,50.4812
2.55,48.9167
2.55,48.9167
2.55,48.8333
2.55,48.6333
